Landkreis	Bundesland	Population	Cases	Deaths	Cases_Per_Million	Deaths_Per_Million	DIVI_Intensivstationen_Covid_Prozent	DIVI_Intensivstationen_Betten_belegt_Prozent	DoublingTime_Cases_Last_Week_Per_100000
Landshut (Kreisfreie Stadt)	Bayern	73150	35267	216	482118	2952	4.3	78.7	
Passau (Kreisfreie Stadt)	Bayern	53093	25920	166	488199	3126	8.7	67.4	
Straubing (Kreisfreie Stadt)	Bayern	47854	22191	135	463722	2821	11.1	100.0	
Deggendorf (Landkreis)	Bayern	120521	60578	324	502634	2688	6.9	89.7	25.6
Freyung-Grafenau (Landkreis)	Bayern	78632	42625	246	542082	3128	0.0	60.0	
Kelheim (Landkreis)	Bayern	123899	65212	173	526331	1396	0.0	100.0	
Landshut (Landkreis)	Bayern	162331	85298	366	525457	2254	0.0	83.3	24.5
Passau (Landkreis)	Bayern	194090	102899	649	530161	3343	0.0	82.1	37.4
Regen (Landkreis)	Bayern	77176	42047	284	544819	3679	0.0	84.6	
Rottal-Inn (Landkreis)	Bayern	122252	64580	377	528253	3083	0.0	37.5	
Straubing-Bogen (Landkreis)	Bayern	102398	57261	216	559200	2109	0.0	60.0	10.8
Dingolfing-Landau (Landkreis)	Bayern	98045	51764	294	527961	2998	0.0	81.2	
Amberg (Kreisfreie Stadt)	Bayern	41994	19539	84	465280	2000	2.5	67.5	
Regensburg (Kreisfreie Stadt)	Bayern	153542	75268	204	490211	1328	1.8	86.2	12.6
Weiden i.d. OPf. (Kreisfreie Stadt)	Bayern	42472	22453	135	528654	3178	6.1	83.7	
Amberg-Sulzbach (Landkreis)	Bayern	103277	48710	256	471644	2478	0.0	80.0	
Cham (Landkreis)	Bayern	128444	67991	323	529343	2514	0.0	77.8	
Neumarkt i.d. OPf. (Landkreis)	Bayern	136062	67486	285	495994	2094	0.0	100.0	
Neustadt a.d. Waldnaab (Landkreis)	Bayern	94838	52767	274	556390	2889			42.4
Regensburg (Landkreis)	Bayern	195225	103840	292	531899	1495	15.4	92.3	15.6
Schwandorf (Landkreis)	Bayern	149239	77976	320	522490	2144	0.0	94.1	40.4
Tirschenreuth (Landkreis)	Bayern	71648	39948	331	557559	4619	0.0	78.6	
Bamberg (Kreisfreie Stadt)	Bayern	77749	33406	180	429664	2315	2.1	64.6	
Bayreuth (Kreisfreie Stadt)	Bayern	73909	38543	198	521492	2678	1.7	88.1	
Coburg (Kreisfreie Stadt)	Bayern	40955	20128	123	491466	3003	2.8	75.0	
Hof (Kreisfreie Stadt)	Bayern	45125	23123	192	512421	4254	0.0	82.1	
Bamberg (Landkreis)	Bayern	147697	79971	285	541453	1929	6.2	56.2	33.3
Bayreuth (Landkreis)	Bayern	103648	54288	262	523772	2527	0.0	71.4	
Coburg (Landkreis)	Bayern	86544	42528	221	491403	2553			
Forchheim (Landkreis)	Bayern	116753	61611	244	527703	2089	0.0	83.3	
Hof (Landkreis)	Bayern	93907	48421	310	515627	3301	5.3	73.7	
Kronach (Landkreis)	Bayern	66091	35977	200	544355	3026	5.3	68.4	
Kulmbach (Landkreis)	Bayern	71328	38812	193	544134	2705	0.0	96.0	7.4
Lichtenfels (Landkreis)	Bayern	66741	36930	192	553333	2876	2.6	92.3	
Wunsiedel i. Fichtelgebirge (Landkreis)	Bayern	71482	37677	319	527083	4462	0.0	83.3	
Ansbach (Kreisfreie Stadt)	Bayern	41662	21703	70	520930	1680	0.0	73.9	
Erlangen (Kreisfreie Stadt)	Bayern	113292	46567	155	411035	1368	3.9	90.6	22.9
Fürth (Kreisfreie Stadt)	Bayern	129122	64609	337	500371	2609	2.3	79.1	16.4
Nürnberg (Kreisfreie Stadt)	Bayern	510632	253432	1367	496310	2677	2.1	81.8	20.2
Schwabach (Kreisfreie Stadt)	Bayern	41146	20977	145	509818	3524	0.0	57.1	
Ansbach (Landkreis)	Bayern	186279	95552	296	512951	1589	0.0	70.8	10.8
Erlangen-Höchstadt (Landkreis)	Bayern	139323	71666	199	514387	1428	0.0	100.0	25.2
Fürth (Landkreis)	Bayern	119432	59711	314	499958	2629			
Nürnberger Land (Landkreis)	Bayern	171424	83322	424	486057	2473	0.0	91.7	
Neustadt a.d. Aisch-Bad Windsheim (Landkreis)	Bayern	101788	50442	181	495559	1778	0.0	88.2	
Roth (Landkreis)	Bayern	127520	66226	272	519338	2132	0.0	83.3	
Weißenburg-Gunzenhausen (Landkreis)	Bayern	95523	49377	205	516912	2146	0.0	84.6	
Aschaffenburg (Kreisfreie Stadt)	Bayern	71381	34590	200	484582	2801	0.0	87.9	
Schweinfurt (Kreisfreie Stadt)	Bayern	53585	28537	196	532555	3657	4.9	82.0	
Würzburg (Kreisfreie Stadt)	Bayern	126933	67632	234	532816	1843	0.0	78.4	18.4
Aschaffenburg (Landkreis)	Bayern	174965	85529	365	488834	2086	0.0	40.0	28.8
Bad Kissingen (Landkreis)	Bayern	103454	55619	235	537620	2271	2.9	97.1	14.4
Rhön-Grabfeld (Landkreis)	Bayern	79376	43416	176	546966	2217	5.6	95.8	
Haßberge (Landkreis)	Bayern	84284	45487	175	539687	2076	0.0	90.9	
Kitzingen (Landkreis)	Bayern	91980	46141	187	501641	2033	0.0	100.0	
Miltenberg (Landkreis)	Bayern	128782	66935	265	519754	2057	0.0	70.0	
Main-Spessart (Landkreis)	Bayern	126105	57211	273	453677	2164	0.0	77.8	
Schweinfurt (Landkreis)	Bayern	116134	63118	272	543492	2342	0.0	33.3	
Würzburg (Landkreis)	Bayern	163534	80879	202	494569	1235	0.0	100.0	19.3
Augsburg (Kreisfreie Stadt)	Bayern	296478	143080	772	482599	2603	3.7	86.0	
Kaufbeuren (Kreisfreie Stadt)	Bayern	45118	21222	138	470366	3058	0.0	85.7	
Kempten (Allgäu) (Kreisfreie Stadt)	Bayern	69053	34513	129	499804	1868	0.0	71.7	
Memmingen (Kreisfreie Stadt)	Bayern	44721	21282	44	475883	983	0.0	86.7	
Aichach-Friedberg (Landkreis)	Bayern	135538	67570	181	498531	1335	0.0	84.6	
Augsburg (Landkreis)	Bayern	257790	125003	466	484902	1807	0.0	60.0	13.2
Dillingen a.d. Donau (Landkreis)	Bayern	97985	53678	256	547818	2612	0.0	71.4	23.6
Günzburg (Landkreis)	Bayern	128436	64213	241	499961	1876	6.4	91.5	
Neu-Ulm (Landkreis)	Bayern	177330	80853	304	455946	1714	0.0	88.9	17.5
Lindau (Bodensee) (Landkreis)	Bayern	82330	39643	142	481513	1724	10.0	60.0	
Ostallgäu (Landkreis)	Bayern	143236	75622	313	527953	2185	15.4	76.9	
Unterallgäu (Landkreis)	Bayern	147776	73368	274	496481	1854	0.0	71.4	
Donau-Ries (Landkreis)	Bayern	134986	72337	287	535885	2126	8.7	73.9	
Oberallgäu (Landkreis)	Bayern	157202	77603	226	493651	1437	7.1	92.9	
